305.9889	93.3549
306.0009	97.6287
306.0130	98.6800
306.0250	97.3094
306.0370	97.7725
306.0491	100.9452
306.0611	97.8683
306.0731	96.7984
306.0851	101.7906
306.0972	97.4066
306.1092	96.2236
306.1212	96.0160
306.1333	101.2854
306.1453	98.1237
306.1573	110.8833
306.1693	97.9481
306.1814	96.7824
306.1934	96.8136
306.2054	97.8683
306.2174	99.4172
306.2295	96.3194
306.2415	98.2173
306.2535	98.0120
306.2656	99.6407
306.2776	97.8026
306.2896	101.3333
306.3016	97.1167
306.3137	101.4132
306.3257	98.3656
306.3377	96.0319
306.3498	96.7665
306.3618	99.3214
306.3738	100.2114
306.3858	99.1138
306.3979	98.1717
306.4099	97.9621
306.4219	96.3194
306.4339	97.5329
306.4460	98.0279
306.4580	96.0798
306.4700	97.5010
306.4821	98.7305
306.4941	98.0599
306.5061	98.2173
306.5181	97.9162
306.5302	111.0748
306.5422	100.8591
306.5542	100.5623
306.5663	97.5952
306.5783	97.3746
306.5903	98.5523
306.6023	97.1178
306.6143	138.5389
306.6264	2536.0081
306.6384	10598.1162
306.6505	18798.9941
306.6625	27576.4316
306.6745	28219.8359
306.6865	26466.7793
306.6985	23679.2344
306.7106	23268.4023
306.7226	20683.2617
306.7346	15384.6230
306.7467	10958.0996
306.7587	9441.0684
306.7707	11654.4668
306.7827	18795.4688
306.7948	10125.5703
306.8068	1540.3071
306.8188	3089.6926
306.8308	5708.0400
306.8429	11726.5488
306.8549	11916.1387
306.8669	8974.7881
306.8790	3173.0938
306.8910	863.3938
306.9030	603.6727
306.9150	1966.4830
306.9271	4328.5107
306.9391	9021.5566
306.9511	14522.2090
306.9632	20403.8652
306.9752	26534.0781
306.9872	32327.1543
306.9992	30121.5645
307.0113	25757.7969
307.0233	22391.7520
307.0353	18930.6230
307.0474	19309.6855
307.0594	22229.4707
307.0714	21767.1582
307.0834	17750.7754
307.0955	13188.8369
307.1075	11233.7246
307.1195	11045.4609
307.1315	8970.2832
307.1436	8425.9805
307.1556	11547.4814
307.1676	14442.4805
307.1797	15095.8086
307.1917	14040.3037
307.2037	15023.6650
307.2157	17040.3359
307.2278	17608.7988
307.2398	15083.0068
307.2518	10048.4473
307.2639	4610.1875
307.2759	5125.0566
307.2879	5819.7363
307.2999	6883.3853
307.3120	4566.9878
307.3240	2603.7686
307.3360	603.2734
307.3480	157.0489
307.3601	1355.1888
307.3721	5726.8823
307.3841	12339.8281
307.3961	15814.3711
307.4082	21222.8027
307.4202	18903.8691
307.4322	16681.5020
307.4442	9285.1738
307.4563	5797.0410
307.4683	2886.6108
307.4803	4236.1836
307.4924	4693.8125
307.5044	5547.7568
307.5164	6462.5151
307.5284	5368.2397
307.5405	4732.6021
307.5525	1669.3334
307.5645	270.3888
307.5766	97.3094
307.5886	96.9910
307.6006	96.7497
307.6126	97.5968
307.6247	97.6607
307.6367	111.1705
307.6487	97.5808
307.6608	192.5908
307.6728	312.8853
307.6848	177.8204
307.6968	97.5010
307.7089	361.8204
307.7209	490.5922
307.7329	1619.7366
307.7449	2454.2754
307.7570	3136.2236
307.7690	2146.3608
307.7810	1789.5090
307.7931	498.9671
307.8051	99.3407
307.8171	1289.9701
307.8291	3875.7009
307.8412	7444.0278
307.8532	10471.2266
307.8652	10954.9062
307.8773	7211.4971
307.8893	3992.9172
307.9013	991.6647
307.9133	111.0579
307.9374	98.2812
307.9494	99.1936
307.9615	98.6188
307.9735	98.5045
307.9855	98.8902
307.9975	99.1297
308.0096	98.5549
308.0216	142.6122
308.0336	439.7445
308.0456	1624.6780
308.0576	1934.9611
308.0697	615.3539
308.0817	189.9721
308.0938	97.3094
308.1058	97.5155
308.1178	97.6447
308.1298	304.3673
308.1418	3520.8623
308.1539	7659.3418
308.1659	12605.5889
308.1779	19205.1250
308.1900	23054.9941
308.2020	24621.7324
308.2140	19210.4336
308.2260	12737.3242
308.2381	5072.1118
308.2501	251.9281
308.2621	97.7405
308.2742	98.2971
308.2862	99.9441
308.2982	102.1956
308.3102	304.1437
308.3223	3355.6929
308.3343	10137.4053
308.3463	17411.8008
308.3583	22024.6934
308.3704	20712.6074
308.3824	15646.6582
308.3944	9065.0703
308.4065	2907.5769
308.4185	798.7545
308.4305	140.7617
308.4425	96.1118
308.4546	466.1717
308.4666	2989.4316
308.4786	7461.8765
308.4907	14168.5273
308.5027	24080.8145
308.5147	32373.2539
308.5267	35867.7383
308.5388	30776.0449
308.5508	23084.2148
308.5628	15353.2002
308.5749	10157.0986
308.5869	5378.2676
308.5989	1678.2595
308.6109	103.7208
308.6230	104.6154
308.6350	98.6028
308.6470	802.2014
308.6590	5867.0337
308.6711	13308.2471
308.6831	21251.3652
308.6951	22477.7480
308.7072	17840.3828
308.7192	10820.5781
308.7312	4273.0698
308.7432	444.2954
308.7552	453.5569
308.7673	126.4367
308.7793	211.3054
308.7914	101.1047
308.8034	101.2535
308.8154	272.7026
308.8274	2909.7507
308.8394	6325.7007
308.8515	13921.3105
308.8635	20098.3281
308.8755	24571.2422
308.8876	20759.3457
308.8996	14972.2832
308.9116	6200.9580
308.9236	1271.2335
308.9357	404.1954
308.9477	576.8623
308.9597	3417.1658
308.9717	9018.0762
308.9838	14378.4326
308.9958	18979.5938
309.0078	14436.9658
309.0199	10029.8604
309.0319	3816.2632
309.0439	1772.8542
309.0559	1348.2593
309.0680	7373.3784
309.0800	14635.7412
309.0920	18678.3809
309.1041	18505.7812
309.1161	14709.9180
309.1281	7190.4673
309.1401	2520.7346
309.1522	199.0030
309.1642	99.8962
309.1762	97.5329
309.1883	97.5649
309.2003	99.5733
309.2123	100.7585
309.2243	98.2515
309.2364	211.9880
309.2484	890.3314
309.2604	2829.1577
309.2724	3339.4172
309.2845	2404.9929
309.2965	4226.0439
309.3085	11945.6348
309.3206	22793.0469
309.3326	40855.5625
309.3446	52627.0234
309.3566	54122.3203
309.3687	42475.6953
309.3807	34465.9492
309.3927	31952.2090
309.4168	29322.5469
309.4288	23500.6621
309.4408	18065.2773
309.4529	17556.8535
309.4649	20891.0820
309.4769	27785.1094
309.4890	31485.2891
309.5010	35703.2383
309.5130	29278.3750
309.5250	18772.1348
309.5370	10124.2832
309.5491	2817.3254
309.5611	1112.6707
309.5731	2508.4392
309.5851	8644.6895
309.5972	16846.2910
309.6092	21107.1289
309.6212	24914.9980
309.6333	27545.7402
309.6453	26258.3789
309.6573	22076.4863
309.6693	16359.6807
309.6814	9572.8857
309.6934	4033.1006
309.7054	2330.4272
309.7175	3967.9043
309.7295	7099.1504
309.7415	9360.0957
309.7535	10532.9346
309.7656	8087.7051
309.7776	2882.3953
309.7896	1598.5469
309.8017	536.1835
309.8137	3578.4910
309.8257	7882.3794
309.8377	12764.3633
309.8498	16453.6055
309.8618	14593.4053
309.8738	10253.0967
309.8858	7965.1709
309.8979	9018.1553
309.9099	12854.5244
309.9219	16882.4277
309.9340	16562.2520
309.9460	13641.9385
309.9580	11051.9121
309.9700	9996.9658
309.9821	14036.5146
309.9941	19873.4707
310.0061	24591.5527
310.0182	28638.5625
310.0302	29292.5391
310.0422	23695.5371
310.0542	19740.0430
310.0663	18562.5859
310.0783	17378.8262
310.0903	19001.7637
310.1024	18061.3164
310.1144	14621.0430
310.1264	8789.1689
310.1384	3927.9680
310.1505	658.5070
310.1625	96.8614
310.1745	97.6128
310.1865	101.3174
310.1986	100.5304
310.2106	98.8104
310.2226	100.3753
310.2346	99.8483
310.2467	425.3639
310.2587	5078.8501
310.2707	12300.6943
310.2827	19861.8926
310.2948	21298.8066
310.3068	18577.5645
310.3188	13488.5107
310.3309	8020.8594
310.3429	10128.1592
310.3549	16346.2578
310.3669	26233.9414
310.3790	28756.0352
310.3910	28884.7461
310.4030	22496.1680
310.4151	12641.2285
310.4271	5573.9722
310.4391	553.0539
310.4511	177.9321
310.4632	104.6461
310.4752	100.2156
310.4872	96.7665
310.4992	104.9811
310.5113	125.4611
310.5233	569.6128
310.5353	3889.6926
310.5474	10387.1445
310.5594	12865.6611
310.5714	13165.3037
310.5834	11190.7930
310.5955	10694.3486
310.6075	7436.3472
310.6195	8432.7031
310.6316	13031.3535
310.6436	19793.5176
310.6556	26620.0234
310.6676	30759.4902
310.6797	28020.1992
310.6917	21639.8555
310.7037	11796.7422
310.7158	6413.1606
310.7278	2826.4272
310.7398	3007.5530
310.7518	7100.9370
310.7639	9510.2754
310.7759	12402.1553
310.7879	12966.5469
310.7999	7728.8135
310.8120	3418.2834
310.8240	413.5090
310.8360	99.4331
310.8481	114.6161
310.8601	488.2715
310.8721	1593.9161
310.8841	2520.8215
310.8961	1412.0079
310.9082	501.9082
310.9202	99.9601
310.9323	97.3878
310.9443	97.2455
310.9563	97.2774
310.9683	101.2056
310.9803	1103.9042
310.9924	6618.9751
311.0044	11983.6650
311.0164	18650.2520
311.0285	24942.0059
311.0405	27211.3379
311.0525	24257.2852
311.0645	21831.2578
311.0766	19600.7656
311.0886	17199.2812
311.1006	15779.1426
311.1127	14792.5752
311.1247	10854.7764
311.1367	5629.8306
311.1487	2390.9531
311.1608	1157.8284
311.1728	2195.2063
311.1848	7238.9141
311.1968	11371.2578
311.2089	13496.1680
311.2209	13613.0615
311.2329	10552.1602
311.2450	6742.1416
311.2570	2844.6147
311.2690	786.6986
311.2810	98.6161
311.2931	101.2056
311.3051	98.7146
311.3171	98.5683
311.3292	118.7066
311.3412	100.8383
311.3532	746.5444
311.3652	5189.3491
311.3773	10700.5957
311.3893	14035.6367
311.4013	12667.9922
311.4134	7147.1138
311.4254	4451.6851
311.4374	3169.1018
311.4494	5178.8262
311.4615	8923.2783
311.4735	14686.9463
311.4855	16928.1602
311.4975	15053.7070
311.5096	11071.0420
311.5216	5935.7764
311.5336	2634.9062
311.5457	546.8714
311.5577	98.1237
311.5697	96.9102
311.5817	96.9731
311.5938	97.9501
311.6058	96.7657
311.6178	110.8514
311.6299	2642.5415
311.6419	8027.8203
311.6539	16872.3203
311.6659	23797.0176
311.6779	23429.8223
311.6900	18327.2656
311.7020	10230.6426
311.7140	4193.4531
311.7261	255.8564
311.7381	344.7984
311.7501	1721.9001
311.7621	6073.6030
311.7742	9420.3115
