//--------------------02.txt--------------------\\
308.21	11740.8857
308.38	11417.9424
308.54	24159.5684
308.70	17327.0586
308.90	14498.4785
309.12	15365.8066
309.37	41412.7695
309.50	28815.5684
310.04	22034.6211
310.40	25333.8438
310.69	30242.5391
311.06	27355.5273
311.50	17481.2773
311.94	20130.7441
312.48	 3255.6965
312.95	17690.6348
313.48	35467.6094
314.10	23400.5352
314.79	24632.6484
315.45	48380.4922
316.16	213441.9844
316.83	 9719.9521
//----------------------------------------\\
//--------------------03.txt--------------------\\
308.21	19210.4336
308.38	15646.6582
308.54	30776.0449
308.70	22477.7480
308.90	14972.2832
309.12	14709.9180
309.37	42475.6953
309.50	35703.2383
310.03	29292.5391
310.39	28884.7461
310.69	21639.8555
311.06	21831.2578
311.49	16928.1602
311.94	17034.0527
312.56	  110.8024
312.95	14947.0654
313.49	18495.8594
314.10	17545.6797
314.71	11278.7861
315.38	16939.3691
316.08	15371.0820
316.83	16091.7363
//----------------------------------------\\
//--------------------04.txt--------------------\\
308.31	16982.2598
308.38	24644.5723
308.54	20917.6738
308.68	21612.4434
308.98	45963.6836
309.12	10600.7822
309.37	101731.8359
309.50	72812.5859
310.02	32247.3359
310.39	34184.8047
310.69	22076.9336
311.10	33913.4258
311.47	30527.3926
311.94	13783.5928
312.51	  111.8724
312.95	12983.7842
313.48	19977.0703
314.10	17296.2070
314.71	21138.6504
315.38	31144.0898
316.08	15972.2354
316.83	30261.1836
//----------------------------------------\\
